ano;id_municipio;vab_agropecuaria;vab_industria;vab_servicos;vab_adm_publica;vab_total;pib;pib_per_capita;atividade_1;atividade_2;atividade_3
2022;1506104;;;;;;486676.889;45581.8;;;
2022;1506112;;;;;;123175.91;10688.64;;;
2022;1506138;;;;;;3292754.145;38468.1;;;
2022;1506161;;;;;;872543.062;47462.09;;;
2022;1506187;;;;;;938381.503;17657.67;;;
2022;1506195;;;;;;516465.045;14438.9;;;
2022;1506203;;;;;;732524.492;16361.22;;;
2022;1506302;;;;;;235242.521;9749.37;;;
2022;1506351;;;;;;278332.523;13198.0;;;
2022;1506401;;;;;;98542.6;13236.08;;;
2022;1506500;;;;;;1505978.487;20624.47;;;
2022;1506559;;;;;;233057.745;11441.22;;;
2022;1506583;;;;;;696577.213;42094.34;;;
2022;1506609;;;;;;499868.396;20300.05;;;
2022;1506708;;;;;;1764088.482;54425.34;;;
2022;1506807;;;;;;7764936.389;23392.8;;;
2022;1506906;;;;;;67380.442;11017.08;;;
2022;1507003;;;;;;582208.797;21201.3;;;
2022;1507102;;;;;;200863.859;12052.31;;;
2022;1507151;;;;;;425974.407;20196.02;;;
2022;1507201;;;;;;589309.639;19259.11;;;
2022;1507300;;;;;;2020084.663;30879.65;;;
2022;1507409;;;;;;326142.724;21897.59;;;
2022;1507458;;;;;;937038.138;38632.78;;;
2022;1507466;;;;;;66007.645;14900.15;;;
2022;1507474;;;;;;203685.408;9845.11;;;
2022;1507508;;;;;;214553.545;15934.17;;;
2022;1507607;;;;;;938620.655;17744.98;;;
2022;1507706;;;;;;264513.835;10315.25;;;
2022;1507755;;;;;;160507.213;27451.21;;;
2022;1507805;;;;;;327336.372;14499.31;;;
2022;1507904;;;;;;277731.78;11474.62;;;
2022;1507953;;;;;;1738043.04;23975.32;;;
2022;1507961;;;;;;101759.842;9784.6;;;
2022;1507979;;;;;;875905.194;46635.35;;;
2022;1508001;;;;;;1297601.649;19279.42;;;
2022;1508035;;;;;;339249.012;11863.93;;;
2022;1508050;;;;;;373497.336;24504.48;;;
2022;1508084;;;;;;1174447.701;29695.26;;;
2022;1508100;;;;;;5999822.793;65711.16;;;
2022;1508126;;;;;;2302813.236;60645.03;;;
2022;1508159;;;;;;870209.199;19978.17;;;
2022;1508209;;;;;;520317.365;10236.02;;;
2022;1508308;;;;;;700430.649;11934.01;;;
2022;1508357;;;;;;4086688.117;261983.98;;;
2022;1508407;;;;;;2091023.256;39533.08;;;
2022;1600055;;;;;;99725.003;21340.68;;;
2022;1600105;;;;;;184055.672;23172.06;;;
2022;1600154;;;;;;391427.154;30468.37;;;
2022;1600204;;;;;;231683.745;21832.24;;;
2022;1600212;;;;;;94530.609;21190.45;;;
2022;1600238;;;;;;478972.318;71853.03;;;
2022;1600253;;;;;;108364.672;19354.29;;;
2022;1600279;;;;;;1168830.466;33286.74;;;
2022;1600303;;;;;;15571144.823;35154.63;;;
2022;1600402;;;;;;468715.056;21384.94;;;
2022;1600501;;;;;;696943.905;25360.01;;;
2022;1600535;;;;;;426170.002;23877.75;;;
2022;1600550;;;;;;82806.514;21774.0;;;
2022;1600600;;;;;;3091307.067;28790.36;;;
2022;1600709;;;;;;266853.974;20614.44;;;
2022;1600808;;;;;;252760.49;22386.01;;;
2022;1700251;;;;;;109870.948;42651.77;;;
2022;1700301;;;;;;224319.851;49882.11;;;
2022;1700350;;;;;;233447.077;45355.95;;;
2022;1700400;;;;;;273731.679;42119.05;;;
2022;1700707;;;;;;628959.278;71456.41;;;
2022;1701002;;;;;;173648.609;16818.27;;;
2022;1701051;;;;;;49246.946;17123.42;;;
2022;1701101;;;;;;288442.148;59399.12;;;
2022;1701309;;;;;;93577.024;17689.42;;;
2022;1701903;;;;;;347916.932;58700.34;;;
2022;1702000;;;;;;388687.821;47791.44;;;
2022;1702109;;;;;;6165264.538;35990.83;;;
2022;1702158;;;;;;90228.162;20934.61;;;
2022;1702208;;;;;;785528.889;24610.84;;;
2022;1702307;;;;;;153137.545;27592.35;;;
2022;1702406;;;;;;205200.247;19947.53;;;
2022;1702554;;;;;;346878.18;19839.75;;;
2022;1702703;;;;;;61532.514;18411.88;;;
2022;1702901;;;;;;167496.207;16321.98;;;
2022;1703008;;;;;;149213.191;18935.68;;;
2022;1703057;;;;;;219237.669;64349.18;;;
2022;1703073;;;;;;122562.663;27382.19;;;
2022;1703107;;;;;;124496.341;25690.54;;;
2022;1703206;;;;;;117016.915;27670.11;;;
2022;1703305;;;;;;157713.394;39105.73;;;
2022;1703602;;;;;;120747.576;61168.98;;;
2022;1703701;;;;;;264926.791;56069.16;;;
2022;1703800;;;;;;147595.0;14319.88;;;
2022;1703826;;;;;;44838.129;22864.93;;;
2022;1703842;;;;;;1241420.136;143467.02;;;
2022;1703867;;;;;;925418.871;230950.55;;;
2022;1703883;;;;;;60121.345;27315.47;;;
2022;1703891;;;;;;75057.448;22621.29;;;
2022;1703909;;;;;;447727.273;92372.04;;;
2022;1704105;;;;;;79763.643;37430.15;;;
2022;1704600;;;;;;44846.35;29877.65;;;
2022;1705102;;;;;;165621.906;53135.04;;;
2022;1705508;;;;;;1119263.67;32695.46;;;
2022;1705557;;;;;;82898.837;17430.37;;;
2022;1705607;;;;;;75126.423;19327.61;;;
2022;1706001;;;;;;234431.598;43975.16;;;
2022;1706100;;;;;;187366.051;29409.21;;;
2022;1706258;;;;;;82922.998;56410.2;;;
2022;1706506;;;;;;247899.058;42543.17;;;
2022;1707009;;;;;;777790.451;43846.35;;;
2022;1707108;;;;;;481319.126;68524.93;;;
2022;1707207;;;;;;199598.685;31547.13;;;
2022;1707306;;;;;;248721.244;58550.2;;;
2022;1707405;;;;;;109800.496;14581.74;;;
2022;1707553;;;;;;102788.401;29647.65;;;
2022;1707652;;;;;;317328.478;60895.89;;;
2022;1707702;;;;;;131905.734;17103.96;;;
2022;1708205;;;;;;857600.241;45421.34;;;
2022;1708254;;;;;;221095.884;63993.02;;;
2022;1708304;;;;;;211187.516;44573.14;;;
2022;1709005;;;;;;257057.354;20675.41;;;
2022;1709302;;;;;;1021436.593;41228.52;;;
2022;1709500;;;;;;3307378.513;38852.74;;;
2022;1709807;;;;;;49268.539;30986.5;;;
2022;1710508;;;;;;155966.907;22872.4;;;
2022;1710706;;;;;;88498.566;17111.09;;;
2022;1710904;;;;;;156514.464;43755.79;;;
2022;1711100;;;;;;69210.741;28789.83;;;
2022;1711506;;;;;;95141.427;28536.72;;;
2022;1711803;;;;;;48217.594;21496.92;;;
2022;1711902;;;;;;941717.785;61598.49;;;
2022;1711951;;;;;;82842.604;23561.61;;;
2022;1712009;;;;;;95998.522;28596.52;;;
2022;1712157;;;;;;35046.441;21553.78;;;
2022;1712405;;;;;;63168.968;21063.34;;;
2022;1712454;;;;;;56666.384;20856.23;;;
2022;1712504;;;;;;336342.299;72880.24;;;
2022;1712702;;;;;;320676.87;116694.64;;;
2022;1712801;;;;;;54949.493;17754.28;;;
2022;1713205;;;;;;716542.884;38594.36;;;
2022;1713304;;;;;;423866.142;33372.66;;;
2022;1713601;;;;;;330390.483;58024.32;;;
2022;1713700;;;;;;74642.641;31153.02;;;
2022;1713809;;;;;;94882.985;19475.16;;;
2022;1713957;;;;;;70558.638;20955.94;;;
2022;1714203;;;;;;285990.486;32669.69;;;
2022;1714302;;;;;;70455.239;15583.99;;;
2022;1714880;;;;;;392347.39;37845.8;;;
2022;1715002;;;;;;111315.282;33109.84;;;
2022;1715101;;;;;;163934.581;41303.75;;;
2022;1715150;;;;;;34679.349;18786.21;;;
2022;1715259;;;;;;46606.286;20899.68;;;
2022;1715507;;;;;;34139.198;29329.21;;;
2022;1715705;;;;;;236266.903;49242.79;;;
2022;1715754;;;;;;195734.727;28062.33;;;
2022;1716109;;;;;;2046928.653;39093.37;;;
2022;1716208;;;;;;329731.657;31277.9;;;
2022;1716307;;;;;;93067.413;23019.39;;;
2022;1716505;;;;;;944174.913;67177.15;;;
2022;1716604;;;;;;942483.911;101157.44;;;
2022;1716653;;;;;;136571.317;27752.76;;;
2022;1716703;;;;;;204685.974;22892.96;;;
2022;1717008;;;;;;108191.507;24160.68;;;
2022;1717206;;;;;;102183.155;44777.89;;;
2022;1717503;;;;;;383001.221;53731.93;;;
2022;1717800;;;;;;71274.704;16889.74;;;
2022;1717909;;;;;;125340.746;16522.64;;;
2022;1718006;;;;;;51166.372;17852.89;;;
2022;1718204;;;;;;3850165.156;59768.47;;;
2022;1718303;;;;;;132429.217;14642.77;;;
2022;1718402;;;;;;71875.989;23589.1;;;
2022;1718451;;;;;;101396.93;46236.63;;;
2022;1718501;;;;;;164680.181;48138.02;;;
2022;1718550;;;;;;66631.43;16826.12;;;
2022;1718659;;;;;;29757.58;16831.21;;;
2022;1718709;;;;;;94635.026;34563.56;;;
2022;1718758;;;;;;105483.088;21789.52;;;
2022;1718808;;;;;;87893.354;20852.52;;;
2022;1718840;;;;;;119920.648;32210.76;;;
2022;1718865;;;;;;195531.995;27097.01;;;
2022;1718881;;;;;;112561.78;42000.66;;;
2022;1718899;;;;;;222462.878;100253.66;;;
2022;1718907;;;;;;464796.61;99827.45;;;
2022;1719004;;;;;;47243.988;16988.13;;;
2022;1720002;;;;;;42844.64;17807.41;;;
2022;1720101;;;;;;79930.023;14136.9;;;
2022;1720150;;;;;;33019.384;18519.0;;;
