ANO;GRANDE REGIÃO;UF;PRODUTO;CÓDIGO IBGE;MUNICÍPIO;VENDAS
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2100907;ARAIOSES;628215
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2101004;ARARI;206760
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2101202;BACABAL;6975856
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2101400;BALSAS;18386005
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2101509;BARAO DE GRAJAU;1176047
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2101608;BARRA DO CORDA;4266221
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2101707;BARREIRINHAS;327031
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2101806;BENEDITO LEITE;777450
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2101905;BEQUIMAO;128250
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2102002;BOM JARDIM;1168350
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2102101;BREJO;566417
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2102200;BURITI;91322
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2102309;BURITI BRAVO;1372850
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2102606;CANDIDO MENDES;7686124
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2102705;CANTANHEDE;814960
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2102804;CAROLINA;1364493
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2102903;CARUTAPERA;5632503
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2103000;CAXIAS;9144651
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2103208;CHAPADINHA;2105824
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2103307;CODO;5455566
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2103406;COELHO NETO;3255910
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2103505;COLINAS;1363400
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2103604;COROATA;11770846
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2103703;CURURUPU;467647
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2103802;DOM PEDRO;2561732
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2104008;ESPERANTINOPOLIS;71528
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2104057;ESTREITO;5033300
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2104107;FORTALEZA DOS NOGUEIRA;590732
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2104206;FORTUNA;441894
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2104305;GODOFREDO VIANA;616537
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2104602;GOVERNADOR EUGENIO BAR;261563
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2104800;GRAJAU;3657715
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2104909;GUIMARAES;44635
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2105203;IGARAPE GRANDE;663696
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2105302;IMPERATRIZ;45334488
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2105401;ITAPECURU MIRIM;4888894
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2105500;JOAO LISBOA;419333
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2105609;JOSELANDIA;197600
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2105708;LAGO DA PEDRA;1307267
1990;REGIÃO NORDESTE;MA;ÓLEO DIESEL;2105807;LAGO DO JUNCO;269550
